path,text
SayMore/img/17_SM_BG_Image_D.png,"A woman holding up the journaling prompt booklet. It says ""How to say more"" on the cover."
SayMore/img/17_SM_BG_Image_M.png,"A woman holding up the journaling prompt booklet. It says ""How to say more"" on the cover."
SayMore/img/17_SM_Layer_Booklet.png,The booklet that comes with the Say More conversation cards. It offers guidelines for how to best interact with the cards.
SayMore/img/18_SM_Image.png,A woman reading the Say More conversation card booklet.
SayMore/img/19_SM_Booklet.png,A page from the booklet. It offers advice on how to use the cards in both 1 on 1 and group settings.
SayMore/img/20_SM_BG_Image_D.png,"A woman holding up the box of conversation cards. One of the cards is shown. It says ""What are 3 ideas you would share with someone who's curious about how to have more fun in their sex life - with or without a partner?"""
SayMore/img/20_SM_BG_Image_M.png,"A woman holding up the box of conversation cards. One of the cards is shown. It says ""What are 3 ideas you would share with someone who's curious about how to have more fun in their sex life - with or without a partner?"""
SayMore/img/20_SM_Layer_web_D.png,"A screenshot of an article written about the Say More conversation cards. It is titled ""This unique card game was designed to spark deep conversations between women."""
SayMore/img/20_SM_Layer_web_M.png,"A screenshot of an article written about the Say More conversation cards. It is titled ""A gorgeous card game designed to get people talking more openly about menopause? Deal me in."""
SayMore/img/21_SM_BG_D.png,One of the card back designs previously mentioned. It is an illustration of clouds in the sky with a woman in a brightly colored dress sitting on one of them.
SayMore/img/21_SM_BG_M.png,One of the card back designs previously mentioned. It is an illustration of clouds in the sky with a woman in a brightly colored dress sitting on one of them.
SayMore/img/21_SM_Layer_social1.png,A screenshot of the Kindra instagram page promoting the Say More Conversation cards.
SayMore/img/21_SM_Layer_social2.png,A screenshot of the Kindra instagram page discussing the collaboration between Kindra and Omisade Burney-Scott that led to the creation of the Say More conversation cards.
Sage/img/Story_Social_1.png,Practicing Mindfulness through Breathwork can begin in the comfort of your home or workspace. Take a moment with yourslef as you brace for the week ahead.
Sage/img/Story_Social_3.png,Call attention to your lungs as they fill and empty. Scan your body from the crown of your head down to your toes.
Sage/img/Sage_Photo.png,"A collage of photos. A mother holding her child, a sage plant, the full moon seen through flowering tree branches, a white bed sheet, leaves of a purple plant, and a person sitting holding their legs to their chest."
Sage/img/Sage_Site_Desktop.png,A screenshot of the Sage desktop website.
Sage/img/Sage_Site_Mobile.png,A screenshot of the Sage mobile website.
Sage/img/Sage_Social_1.png,A mother holding her child with the words I am resilient.
Sage/img/Sage_Social_2.png,Text on a purple background showcasing the brand's colors and font stylings.
Sage/img/Sage_Graphic_1.png,"A purple plant. The words Nutrition and Herbalism, highlighting one of Sage's services."
Sage/img/Sage_Graphic_2.png,"A person resting their hands on their navel. The words Psychiatry and Psychotherapy, highlighting one of Sage's services."
Sage/img/Sage_Graphic_Icon1.png,A person sitting holding their legs to their chest. The words Today is a new beginning.
Sage/img/Sage_Graphic_Icon2.png,A white bedsheet suspended in air. The words Don't stress.
Sage/img/Sage_Quote.png,It takes enormous trust and courage to allow yourself to remember. Dorothy Pitman Hughes
Sage/img/Sage_Brochure_1.png,"Two pages of Sage's brochure. On one, the words ""A haven for people to dig, discover, reveal, and heal."" along with contact information. On the other page, the words ""Healing is always possible."""
Sage/img/Sage_Brochure_2.png,Two pages of Sage's brochure. Both pages feature images of plants and discuss the services Sage offers.
Sage/img/Sage_Business.png,The backs and fronts of three business cards designed for Sage.
Sage/img/Sage_Brand_Guide_Grid_01.png,The core values of Sage. We are: informed and open-minded. Holistic and integrative. Respectful and responsive. Conscious and conscientious. A relational community.
Sage/img/Sage_Brand_Guide_Grid_02.png,Logo designs for Sage.
Sage/img/Sage_Brand_Guide_Grid_03.png,"A list of key words, attributes, and overall tone of the Sage brand."
Sage/img/Sage_Brand_Guide_Grid_04.png,A display of the color palette for the Sage design.
Sage/img/Sage_Brand_Guide_Grid_05.png,A display of a background gradient and background texture designed for the Sage brand.
Sage/img/Sage_Brand_Guide_Grid_06.png,The fonts and font colors for the Sage brand focusing on meeting WCAG accessibility.
Sage/img/Sage_Brand_Guide_Grid_07.png,An examination of the values of the brand.
Sage/img/Sage_Brand_Guide_Grid_08.png,"A display of one of the fonts for the brand, Gazpacho."
Sage/img/Sage_Brand_Guide_Grid_09.png,An analysis of the type hierarchy for Sage's typography
Sage/img/Sage_Brand_Guide_Grid_10.png,A display of the icons that represent each service offered by Sage.
Sage/img/Sage_Brand_Guide_Grid_11.png,"A study of how the colors for the brand were picked, illustrated by a collage of images featuring plants and nature."
Sage/img/Sage_Brand_Guide_Grid_12.png,Sage staff portraits and art direction.
Sage/img/Sage_Brand_Guide_Grid_13.png,A mockup of the Sage website on a laptop computer.
Sage/img/Sage_Brand_Guide_Grid_14.png,A mockup of the Sage instagram page on a mobile phone.
PuzzlePalace/img/01_PP_Hero_16x9_D.png,"A person with their clothes, eyebrows, and cup they're holding drawn on. The words ""Empress of word search"". They are celebrating their success in the game."
PuzzlePalace/img/01_PP_Hero_Mobile.png,"A person with their clothes, eyebrows, and cup they're holding drawn on. The words ""Empress of word search"". They are celebrating their success in the game."
PuzzlePalace/img/02_PP_APP.png,A screenshot from Puzzle Palace's app store page.
PuzzlePalace/img/03_PP_APP.png,A screenshot from the home page of Puzzle Palace's mobile app.
PuzzlePalace/img/04_PP_illustration 1.png,The icon design for the Thomas Joseph Crossword game.
PuzzlePalace/img/04_PP_illustration 2.png,The icon design for the Plus One Word Search game.
PuzzlePalace/img/04_PP_illustration 3.png,The icon design for the Eugene Sheffer Crossword game.
PuzzlePalace/img/04_PP_illustration 4.png,The icon design for the King mini sudoku game.
PuzzlePalace/img/04_PP_illustration 5.png,The icon design for the premier sunday crossword game.
PuzzlePalace/img/06_PP_Color Palette_D.svg,The color palette for the brand's design.
PuzzlePalace/img/06_PP_Color Palette_M.svg,The color palette for the brand's design.
PuzzlePalace/img/07_PP_Type_D.svg,"An analysis of the brand's fonts, font sizes, and font stylings."
PuzzlePalace/img/07_PP_Type_M.svg,"An analysis of the brand's fonts, font sizes, and font stylings."
PuzzlePalace/img/08_PP_Campaign.png,A person walking past subway posters promoting Puzzle Palace.
PuzzlePalace/img/09_PP_LP.png,A screenshot of the Puzzle Palace website.
PuzzlePalace/img/10_PP_App Splash Screen_1.png,A person using the app while in bed.
PuzzlePalace/img/10_PP_App Splash Screen_2.png,A person using the app while in the restroom.
PuzzlePalace/img/10_PP_App Splash Screen_3.png,A person using the app while having a bath.
PuzzlePalace/img/10_PP_App Splash Screen_4.png,A person having a hot drink.
PuzzlePalace/img/10_PP_App Splash Screen_5.png,A person riding the subway.
PuzzlePalace/img/10_PP_App Splash Screen_6.png,A person riding in a taxi.
PuzzlePalace/portraits/09_PP_BG_BW_1.png,A person using the app sitting on the couch.
PuzzlePalace/portraits/09_PP_BG_BW_2.png,A person having coffee and reading the newspaper.
PuzzlePalace/portraits/09_PP_BG_BW_3.png,A person using the app in the back of a car.
PuzzlePalace/portraits/09_PP_BG_BW_4.png,A person using the app while taking a bath.
PuzzlePalace/portraits/09_PP_BG_BW_5.png,A person reading a book on a bus or train.
PuzzlePalace/portraits/09_PP_BG_BW_6.png,A person using the app on their phone.
PuzzlePalace/portraits/09_PP_BG_BW_7.png,A person using the app on their phone.
PuzzlePalace/portraits/09_PP_PHONE_SUDOKU.svg,A screenshot of a sudoku game on the mobile app.
PuzzlePalace/values/value1-m.svg,A value of the Puzzle Palace brand: Playful
PuzzlePalace/values/value1-d.svg,A value of the Puzzle Palace brand: Playful
PuzzlePalace/values/value2-m.svg,A value of the Puzzle Palace brand: Smart
PuzzlePalace/values/value2-d.svg,A value of the Puzzle Palace brand: Smart
PuzzlePalace/values/value3-m.svg,A value of the Puzzle Palace brand: Approachable
PuzzlePalace/values/value3-d.svg,A value of the Puzzle Palace brand: Approachable
PuzzlePalace/values/value4-m.svg,A value of the Puzzle Palace brand: Rewarding
PuzzlePalace/values/value4-d.svg,A value of the Puzzle Palace brand: Rewarding
PuzzlePalace/values/value5-m.svg,A value of the Puzzle Palace brand: Conscientious
PuzzlePalace/values/value5-d.svg,A value of the Puzzle Palace brand: Conscientious
PuzzlePalace/img/12_PP_cutting room floor_image_2.png,An illustration of a person sitting cross legged having a hot drink.
PuzzlePalace/img/13_PP_cutting room floor_image_1.png,An illustration of a person sitting cross legged.
PuzzlePalace/img/14_PP_cutting room floor_image.png,An illustration of a person sitting cross legged having a hot drink.
PuzzlePalace/img/15_PP_cutting room floor_image.png,A person in the back of a taxi on their phone with the Puzzle Palace logo on top of the picture.
PuzzlePalace/img/16_PP_cutting room floor_image.png,Water being poured into a cup from a kettle.
PuzzlePalace/img/17_PP_cutting room floor_image.png,A variation of the Puzzle Palace logo with brand colors.
PuzzlePalace/img/18_PP_cutting room floor_image.png,A variation of the Puzzle Palace logo with brand colors.
PuzzlePalace/img/19_PP_cutting room floor_image.png,A variation of the Puzzle Palace logo with brand colors.
PetDerm/img/PetDerm_hero.svg,Pet Dermatology Center logo.
PetDerm/img/PetDerm_hero_mobile.svg,Pet Dermatology Center logo.
PetDerm/img/PetDerm_Logos_primary_blonde.svg,Pet Dermatology Center logo.
PetDerm/img/PetDerm_Logos_primary_blue.svg,Pet Dermatology Center logo.
PetDerm/img/PetDerm_Logos_primary_brunette.svg,Pet Dermatology Center logo.
PetDerm/img/PetDerm-Mosaic.svg,A mosaic of illustrations of dogs and cats.
PetDerm/img/PetDerm-palette-desktop.svg,The brand's color palette.
PetDerm/img/PetDerm-palette-mobile.svg,The brand's color palette.
PetDerm/head-tail/pet1-head.svg,Illustration of the front half of a dog.
PetDerm/head-tail/pet1-tail.svg,Illustration of the back half of a dog.
PetDerm/head-tail/pet2-head.svg,Illustration of the front half of a dog.
PetDerm/head-tail/pet2-tail.svg,Illustration of the back half of a dog.
PetDerm/head-tail/pet3-head.svg,Illustration of the front half of a dog.
PetDerm/head-tail/pet3-tail.svg,Illustration of the back half of a dog.
PetDerm/head-tail/pet4-head.svg,Illustration of the front half of a dog.
PetDerm/head-tail/pet4-tail.svg,Illustration of the back half of a dog.
PetDerm/head-tail/pet5-head.svg,Illustration of the front half of a cat.
PetDerm/head-tail/pet5-tail.svg,Illustration of the back half of a cat.
PetDerm/head-tail/pet6-head.svg,Illustration of the front half of a dog.
PetDerm/head-tail/pet6-tail.svg,Illustration of the back half of a dog.
PetDerm/head-tail/pet7-head.svg,Illustration of the front half of a cat.
PetDerm/head-tail/pet7-tail.svg,Illustration of the back half of a cat.
PearlyBites/img/PearlyBites_Header.png,A collage of school portrait pictures of dog and cat heads on human bodies.
PearlyBites/img/PearlyBites_Header_Mobile.png,A collage of school portrait pictures of dog and cat heads on human bodies.
PearlyBites/img/PearlyBites_FrontDesk.png,A nurse with a clipboard standing in front of the Pearly Bites Veterinary logo at an office location.
PearlyBites/img/PearlyBites_BetterDental.png,"The words ""Better Dental Care for Your Best Friend"" with a toothbrush illustration below."
PearlyBites/img/PearlyBites_Site.png,A screenshot of the Pearly Bites Veterinary website home page.
PearlyBites/img/PearlyBites_ExamRoom.png,A veterinarian and nurse examine a cat in an exam room.
PearlyBites/img/PearlyBites_Interiors.png,Interior shots of the waiting room area and exam room area of a Pearly Bites Veterinary office. The school portrait pictures of cats and dogs on human bodies decorate the walls.
PearlyBites/img/PearlyBites_SocialPages.png,A screenshot of the Pearly Bites Veterinary facebook page and a screenshot of their instagram page.
PearlyBites/img/PearlyBites_Tote.png,"A cat next to a woman holding a tote bag with the words ""Where New York pets get best-in-class smiles. Pearly Bites Veterinary"" on it."
PearlyBites/img/PearlyBites_BusinessCards.jpg,A scattered pile of business cards for Pearly Bites veterinary with their contact info.
PearlyBites/img/PearlyBites_SocialGrid.png,A grid of alternating pictures of animal school portraits and quotes about animals.
PearlyBites/img/PearlyBites_Stationary.png,Stationary designs for the brand.
PearlyBites/img/PearlyBites_SocialCarousel.png,Brand social cards.
Nightingale/img/Nightingale-Hero.png,A dog offers its paw to a veterinarian.
Nightingale/img/Nightingale-Hero-Mobile.png,A dog offers its paw to a veterinarian.
Nightingale/img/Nightingale-Logo.png,The logo for Nightingale Veterinary Partners.
Nightingale/img/Nightingale-1.png,An arrangement of screen mockups for the company's mobile app.
Nightingale/img/portrait-1.png,Three kittens with their owner.
Nightingale/img/portrait-2.png,A veterinary nurse sitting on the floor holding a dog in her lap.
Nightingale/img/portrait-3.png,A veterinarian holding a dog in her arms.
Nightingale/img/portrait-4.png,A person sitting on the floor and a cat next to her with its paw on their knee.
Nightingale/img/color-palette.svg,The brand's color palette.
Nightingale/img/Site-1.png,A screenshot of the company's desktop website home page.
Nightingale/img/Site-2.png,A screenshot of the company's desktop website hiring page.
Nightingale/img/Site-3.png,A screenshot of the company's desktop website hiring page.
Nightingale/img/Site-4.png,A screenshot of the company's desktop website hiring page.
Nightingale/img/Site-Mobile-1.png,Three screenshots of the company's mobile app.
Nightingale/img/Site-Mobile-2.png,Three screenshots of the company's mobile app.
Nightingale/img/Nightingale-3.png,A veterinary nurse offering a dog a treat.
Nightingale/img/Nightingale-Icons-1.svg,Icon designs for the brand's digital pages.
Nightingale/img/Nightingale-Icons-2.svg,Icon designs for the brand's digital pages.
Nightingale/img/Nightingale-4-desktop.png,Information about working for the company.
Nightingale/img/Nightingale-4-mobile.png,Information about working for the company.
NbcUpfronts/img/hero.png,"The actor, Rami Malek, in front of a garage door for a promotional ad."
NbcUpfronts/img/hero-mobile.png,"The actor, Rami Malek, in front of a garage door for a promotional ad."
NbcUpfronts/img/left-1.png,Pages from the NBCUniversal Reach Redefined magazine.
NbcUpfronts/img/left-2.png,Promotional subway ads for the campaign.
NbcUpfronts/img/right-1.png,Pages from the NBCUniversal Reach Redefined magazine.
NbcUpfronts/img/right-2.png,Ads for the campaign in the New York Times newspaper.
NbcUpfronts/img/right-3.png,Large subway wall ad for the campaign.
NbcUpfronts/img/campaign.jpeg,An advertisement for the campaign featuring Kim Kardashian.
Kindra/img/Kindra_Header.jpg,"A hand reaches up, offering the Kindra Daily Vaginal Lotion to a hand reaching down for it."
Kindra/img/Kindra_Header_Mobile.png,"A hand reaches up, offering the Kindra Daily Vaginal Lotion to a hand reaching down for it."
Kindra/img/Kindra_Body.png,The body of a woman sitting on a bed.
Kindra/img/Kindra_Lotion.png,Bottle of Kindra V Relief Serum on pink fabric.
Kindra/img/Kindra_Color_Desktop.png,The brand's color palette.
Kindra/img/Kindra_Color_Mobile.png,The brand's color palette.
Kindra/img/Kindra_Collage_Desktop.png,"A collage of images that represent the brand. Soft flower petals, pink fabric, a bath, two women sitting next to each other, the brand's lotion."
Kindra/img/Kindra_Collage_Mobile.png,"A collage of images that represent the brand. Soft flower petals, pink fabric, a bath, two women sitting next to each other, the brand's lotion."
Kindra/img/Kindra_Humectant.png,"Two pill capsules. ""Key ingredients. Humectants."""
Kindra/img/Kindra_Middle_Desktop.jpg,"Brushes of color with the quote ""The middle is messy, but it's also where the magic happens"" -brene brown"
Kindra/img/Kindra_Middle_Mobile.jpg,"Brushes of color with the quote ""The middle is messy, but it's also where the magic happens"" -brene brown"
Kindra/img/Kindra_Pamper.png,Pamper your peach.
Kindra/img/Kindra_Photography1.png,A woman reaches down to a flower in front of her.
Kindra/img/Kindra_Quiz_Desktop.png,A person holding a phone in their hands looking at the Kindra mobile app.
Kindra/img/Kindra_Quiz_Mobile.png,A person holding a phone in their hands looking at the Kindra mobile app.
Kindra/img/Kindra_Mist.png,The Kindra Cool Down Mist bottle surrounded by slices of cucumber.
Kindra/img/Kindra_Lotion_Flowers.png,Flowers hanging over the Kindra V Relief Serum bottle.
Kindra/img/Kindra_Review1.png,An info card for Kindra's facebook community and product assessment quiz.
Kindra/img/Kindra_Review2.png,Several reviews for the various Kindra products.
Kindra/img/Kindra_Thankyou.png,Several hands placed on a woman's shoulder.
Kindra/img/Kindra_ThanksCard.png,A thank you card from Kindra's CEO.
Kindra/img/Kindra_Photography2.png,A woman holding a pill capsule in her fingers.
Kindra/img/Kindra_Photography3.png,A woman using the mist spray.
Kindra/img/Kindra_Serum.png,A woman holding the Daily Vaginal Lotion bottle and applicator in her hands.
Kindra/img/Kindra_Conditions_Thumbnail.jpg,Menopause. Can't be cured?
Kindra/img/Kindra_ConditionsLotion_Thumbnail.jpg,our bestselling cult-favorite daily vaginal lotion
Kindra/img/Kindra_Site.png,A screenshot of the Kindra website.
Kindra/img/Kindra_Site_Background_Desktop.png,Several Kindra lotion applicator tools.
Kindra/img/Kindra_Site_Background_Mobile.png,Several Kindra lotion applicator tools.
Kindra/img/Kindra_Applicator_Guide1.png,A guide to use the Kindra applicator.
Kindra/img/Kindra_Applicator_Guide2.png,A guide to use the Kindra applicator.
Kindra/img/Kindra_PinkLotion.png,The Kindra V Relief Serum bottle.
Kindra/img/Kindra_Peach.png,Half of a peach resting on a woman's underwear.
Kindra/img/Kindra_CoreGrid1.png,Kindra applicator tool.
Kindra/img/Kindra_CoreGrid2.png,Kindra Core dietary supplement.
Kindra/img/Kindra_CoreGrid3.png,A hand holding up a pill capsule.
Kindra/img/Kindra_CoreGrid4.png,Kindra product bottle.
Kindra/img/Kindra_CoreGrid5.png,Kindra Energy Boosting Dietary supplement.
Kindra/img/Kindra_CoreGrid6.png,Kindra daily vaginal lotion and applicator.
Kindra/img/Kindra_Social_Background_Desktop.png,Kindra Soothe Bath Soak bottle.
Kindra/img/Kindra_Social_Background_Mobile.png,Kindra Soothe Bath Soak bottle.
Kindra/img/Kindra_Social_Grid.png,Kindra instagram page.
Kindra/img/Kindra_Quiz_Results_Email.png,An email of a customer's product quiz results from Kindra.
Kindra/img/Kindra_ToolBox1.png,Kindra toolbox shipping package box.
Kindra/img/Kindra_ToolBox2.png,Kindra branded package tissue paper.
Kindra/img/Kindra_ToolBox_Open.png,An opened Kindra toolbox package featuring various products.
Kindra/img/Kindra_Gloria_Desktop.png,"Portrait of Gloria Steinem. ""Every social justice movement i nthe world started with a conversation"" Gloria Steinem"
Kindra/img/Kindra_Gloria_Mobile.png,"Portrait of Gloria Steinem. ""Every social justice movement i nthe world started with a conversation"" Gloria Steinem"
Kindra/img/Kindra_CC_Desktop.png,A screenshot of the couch conversations page from the Kindra website along with pictures of the conversation cards. A woman reading a couch conversation card. Two women hugging.
Kindra/img/Kindra_CC_Mobile.png,A screenshot of the couch conversations page from the Kindra website along with pictures of the conversation cards. A woman reading a couch conversation card. Two women hugging.
Kindra/img/Kindra_Drawing_Words.png,An illustration.
GeniusKitchen/Hero.png,The logo for Genius Kitchen.
GeniusKitchen/Hero-mobile.png,The logo for Genius Kitchen.
GeniusKitchen/GK_spread.jpg,"Mockups for the Genius Kitchen website on a desktop monitor, laptop, and phone."
GeniusKitchen/gk-home.gif,Multiple screenshots of different pages on the Genius Kitchen website.
GeniusKitchen/icons.jpg,Genius Kitchen branded icons for digital products.
FireflyVets/img/hero.png,The back paws and tail of a dog on a bed sheet.
FireflyVets/img/hero-mobile.png,The back paws and tail of a dog on a bed sheet.
FireflyVets/img/logo-wordmark.png,The firefly veterinary hospital logo.
FireflyVets/img/logo-overlay-1.png,A variation of the firefly veterinary hospital logo overlaid on top of a cat being held in a person's arms.
FireflyVets/img/logo-overlay-2.png,A variation of the firefly veterinary hospital logo overlaid on top of a cat being held in a person's arms.
FireflyVets/img/logo-overlay-3.png,A variation of the firefly veterinary hospital logo overlaid on top of a cat being held in a person's arms.
FireflyVets/img/grid-1.png,A back paw and tail of a dog on a bed sheet.
FireflyVets/img/grid-2.png,A cat being held in a person's arms.
FireflyVets/img/grid-3.png,A cat's nose and mouth.
FireflyVets/img/grid-4.png,"The ear, neck, and corner of mouth of a dog."
FireflyVets/img/grid-5.png,The butt and tail of a dog.
FireflyVets/img/grid-6.png,The nose and mouth of a dog.
FireflyVets/img/grid-7.png,A cat licking their nose.
FireflyVets/img/grid-8.png,The bottom of a dog's paws.
FireflyVets/img/hands-1.png,A cat being held in a person's arms.
FireflyVets/img/hands-2.png,A hand touching the top of a puppy's ear.
FireflyVets/img/palette.jpeg,The brand's color palette.
FireflyVets/img/mark-variations.png,Variations of brand logos.
FireflyVets/values/value1-m.svg,Brand values - Community
FireflyVets/values/value1-d.svg,Brand values - Community
FireflyVets/values/value2-m.svg,Brand values - Communication
FireflyVets/values/value2-d.svg,Brand values - Communication
FireflyVets/values/value3-m.svg,Brand values - Innovation
FireflyVets/values/value3-d.svg,Brand values - Innovation
FireflyVets/values/value4-m.svg,Brand values - Heart
FireflyVets/values/value4-d.svg,Brand values - Heart
FireflyVets/values/value5-m.svg,Brand values - Sense of play
FireflyVets/values/value5-d.svg,Brand values - Sense of play
Discovery/01_Discovery_Hero_D.png,Two screenshots of the Discovery website.
Discovery/01_Discovery_Hero_M.png,Two screenshots of the Discovery website.
Discovery/discovery_desktop.jpg,A screenshot of the Discovery website.
Discovery/discovery_footer.jpg,A screenshot of the Discovery website footer.
Discovery/discovery_mobile1.jpg,A screenshot of the Discovery mobile app.
Discovery/discovery_mobile2.jpg,A screenshot of the Discovery mobile app.
Discovery/discovery_mobile3.jpg,A screenshot of the Discovery mobile app.
Discovery/discovery_mobile4.jpg,A screenshot of the Discovery mobile app.
CurveReport/img/hero.jpg,"The three Curve Report magazine covers: American Man, American Woman, and Young Americans."
CurveReport/img/hero-mobile.png,"The three Curve Report magazine covers: American Man, American Woman, and Young Americans."
CurveReport/img/story-header.jpg,The cover for the American Woman edition. A woman sitting on a desk with a laptop on her lap. She is looking down at a child on the floor pulling at her dress.
CurveReport/img/story-1.jpg,The American Man edition opened with various pages shown.
CurveReport/img/story-2.jpg,A mom and dad lay in bed as a child jumps onto the dad.
CurveReport/img/story-3.jpg,The American Man edition opened to a page.
CurveReport/img/story-4.jpg,The Young Americans edition opened to a page.
CurveReport/img/story-5.jpg,A page from one of the editions featuring gift ideas.
CurveReport/img/story-6.jpg,A page from one of the editions featuring gift ideas.
CurveReport/img/story-7.jpg,The American Man edition opened up to its Table of Contents page.
CurveReport/img/story-8.jpeg,One of the articles featured in the American Woman edition.
CurveReport/img/story-footer.jpg,A page from one of the magainzes.
CurveReport/img/welcome-1.jpg,Five women pose for a photo.
CurveReport/img/welcome-2.jpg,An open magazine.
CurveReport/img/welcome-3.png,A page from the magazine featuring a group of women posing for a photo.
CurveReport/img/welcome-4.jpg,The back of a magazine.
CurveReport/img/culture-header.jpg,The front of the curve report CultureFirst edition focused on exploring Latinx culture across America.
CurveReport/img/culture-1.jpg,Two pages shown from the CultureFirst edition.
CurveReport/img/culture-2.jpg,Two pages shown from the CultureFirst edition.
CurveReport/img/culture-3.jpg,Two pages shown from the CultureFirst edition.
